organismQuantity	eventID	materialSampleID	eventRemarks	verbatimCoordinates	locality	verbatimDepth	eventDate	occurrenceStatus	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	scientificName	scientificNameID	taxonRank	specificEpithet	occurrenceID
45	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.393_SAMN10847219
45	SAMN10847348	SAMN10847348	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-10-09	present	55832	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Campanularia	Campanularia hincksii	urn:lsid:marinespecies.org:taxname:117364	species	hincksii	asv.396_SAMN10847348
45	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.549_SAMN10847231
45	SAMN10847249	SAMN10847249	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2016-11-22	present	27377	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.558_SAMN10847249
45	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.570_SAMN10847251
45	SAMN10847336	SAMN10847336	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-10-06	present	33359	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus trigonus	urn:lsid:marinespecies.org:taxname:106223	species	trigonus	asv.586_SAMN10847336
45	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta					Bacillariophyta	urn:lsid:marinespecies.org:taxname:148898	phylum		asv.62_SAMN10847226
45	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.629_SAMN10847223
45	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.638_SAMN10847229
45	SAMN10847359	SAMN10847359	settlement plates	43.28 N 2.97 W	Spain: Bilbao	7m	2017-10-11	present	43570	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Corophiidae		Corophiidae	urn:lsid:marinespecies.org:taxname:101376	family		asv.690_SAMN10847359
45	SAMN10847255	SAMN10847255	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-09-05	present	40406	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.750_SAMN10847255
44	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chlorophyta					Chlorophyta	urn:lsid:marinespecies.org:taxname:801	phylum (division)		asv.1037_SAMN10847223
44	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads	Eukaryota	Oomycota		Pythiales	Pythiaceae	Pythium	Pythium catenulatum	urn:lsid:marinespecies.org:taxname:172180	genus		asv.1038_SAMN10847231
44	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads	Eukaryota	Annelida	Polychaeta		Capitellidae	Capitella	Capitella	urn:lsid:marinespecies.org:taxname:129211	genus		asv.1040_SAMN10847276
44	SAMN10847336	SAMN10847336	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-10-06	present	33359	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1041_SAMN10847336
44	SAMN10847348	SAMN10847348	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-10-09	present	55832	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa				Hydrozoa	urn:lsid:marinespecies.org:taxname:1337	class		asv.1042_SAMN10847348
44	SAMN10847357	SAMN10847357	settlement plates	43.28 N 2.97 W	Spain: Bilbao	7m	2017-06-27	present	65191	DNA Sequence reads	DNA Sequence reads	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Polydora	Polydora cornuta	urn:lsid:marinespecies.org:taxname:131143	species	cornuta	asv.1043_SAMN10847357
44	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.145_SAMN10847226
44	SAMN10847249	SAMN10847249	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2016-11-22	present	27377	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.170_SAMN10847249
44	SAMN10847249	SAMN10847249	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2016-11-22	present	27377	DNA Sequence reads	DNA Sequence reads	Eukaryota	Haptista	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi	urn:lsid:marinespecies.org:taxname:115104	species	huxleyi	asv.215_SAMN10847249
44	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.254_SAMN10847276
44	SAMN10847266	SAMN10847266	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-05-31	present	14698	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.256_SAMN10847266
44	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.282_SAMN10847276
44	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.323_SAMN10847226
44	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus	urn:lsid:marinespecies.org:taxname:104196	genus		asv.383_SAMN10847229
44	SAMN10847348	SAMN10847348	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-10-09	present	55832	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus trigonus	urn:lsid:marinespecies.org:taxname:106223	species	trigonus	asv.407_SAMN10847348
44	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.49_SAMN10847229
44	SAMN10847348	SAMN10847348	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-10-09	present	55832	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus	urn:lsid:marinespecies.org:taxname:464449	species	polymorphus	asv.52_SAMN10847348
44	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads	Eukaryota		Phaeophyceae	Laminariales	Agaraceae	Neoagarum	Neoagarum fimbriatum	urn:lsid:marinespecies.org:taxname:1313053	species	fimbriatum	asv.584_SAMN10847226
44	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.595_SAMN10847219
44	SAMN10847272	SAMN10847272	filtered water	42.24 N 8.72 W	Spain: Vigo	surface	2017-03-13	present	24801	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.597_SAMN10847272
44	SAMN10847348	SAMN10847348	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-10-09	present	55832	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri				Actinopteri	urn:lsid:marinespecies.org:taxname:843664	class		asv.616_SAMN10847348
44	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.661_SAMN10847251
44	SAMN10847357	SAMN10847357	settlement plates	43.28 N 2.97 W	Spain: Bilbao	7m	2017-06-27	present	65191	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Harpacticoida	Cletodidae	Enhydrosoma	Enhydrosoma gariene	urn:lsid:marinespecies.org:taxname:115780	species	gariene	asv.681_SAMN10847357
44	SAMN10847255	SAMN10847255	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-09-05	present	40406	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta					Bacillariophyta	urn:lsid:marinespecies.org:taxname:148898	phylum		asv.81_SAMN10847255
44	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.827_SAMN10847219
43	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina sp. NIES_1333	urn:lsid:marinespecies.org:taxname:115090	genus		asv.1020_SAMN10847231
43	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus pergens	urn:lsid:marinespecies.org:taxname:104509	species	pergens	asv.1057_SAMN10847276
43	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta					Bacillariophyta	urn:lsid:marinespecies.org:taxname:148898	phylum		asv.1058_SAMN10847276
43	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Stenothoidae	Stenothoe	Stenothoe monoculoides	urn:lsid:marinespecies.org:taxname:103169	species	monoculoides	asv.1059_SAMN10847333
43	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads	Eukaryota		Phaeophyceae	Ectocarpales	Acinetosporaceae		Acinetosporaceae sp. 6 AP_2014	urn:lsid:marinespecies.org:taxname:1			asv.1060_SAMN10847333
43	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae		Balanidae	urn:lsid:marinespecies.org:taxname:106057	family		asv.1061_SAMN10847333
43	SAMN10847345	SAMN10847345	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-06-27	present	82594	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae		Balanidae	urn:lsid:marinespecies.org:taxname:106057	family		asv.131_SAMN10847345
43	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads	Eukaryota	Haptista	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi	urn:lsid:marinespecies.org:taxname:115104	species	huxleyi	asv.215_SAMN10847226
43	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.325_SAMN10847231
43	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.333_SAMN10847226
43	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.333_SAMN10847276
43	SAMN10847249	SAMN10847249	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2016-11-22	present	27377	DNA Sequence reads	DNA Sequence reads	Eukaryota	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	Silene noctiflora	urn:lsid:marinespecies.org:taxname:425936	genus		asv.389_SAMN10847249
43	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.437_SAMN10847219
43	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.492_SAMN10847231
43	SAMN10847345	SAMN10847345	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-06-27	present	82594	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus trigonus	urn:lsid:marinespecies.org:taxname:106223	species	trigonus	asv.736_SAMN10847345
43	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	urn:lsid:marinespecies.org:taxname:134564	species	pusilla	asv.75_SAMN10847231
43	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.790_SAMN10847231
43	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Ascomycota					Ascomycota	urn:lsid:marinespecies.org:taxname:21891	phylum (division)		asv.867_SAMN10847219
43	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	Guinardia delicatula	urn:lsid:marinespecies.org:taxname:149112	species	delicatula	asv.936_SAMN10847231
43	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Prasinodermophyta	Prasinodermophyceae	Prasinodermales	Prasinodermaceae	Prasinoderma	Prasinoderma coloniale	urn:lsid:marinespecies.org:taxname:375881	species	coloniale	asv.980_SAMN10847223
43	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.981_SAMN10847226
42	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1069_SAMN10847231
42	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.1070_SAMN10847231
42	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1071_SAMN10847231
42	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.1076_SAMN10847276
42	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1077_SAMN10847333
42	SAMN10847345	SAMN10847345	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-06-27	present	82594	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus trigonus	urn:lsid:marinespecies.org:taxname:106223	species	trigonus	asv.1078_SAMN10847345
42	SAMN10847348	SAMN10847348	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-10-09	present	55832	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus trigonus	urn:lsid:marinespecies.org:taxname:106223	species	trigonus	asv.1080_SAMN10847348
42	SAMN10847357	SAMN10847357	settlement plates	43.28 N 2.97 W	Spain: Bilbao	7m	2017-06-27	present	65191	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia				Hexanauplia	urn:lsid:marinespecies.org:taxname:889925	class		asv.1081_SAMN10847357
42	SAMN10847357	SAMN10847357	settlement plates	43.28 N 2.97 W	Spain: Bilbao	7m	2017-06-27	present	65191	DNA Sequence reads	DNA Sequence reads	Eukaryota	Annelida	Polychaeta	Sabellida	Serpulidae	Ficopomatus	Ficopomatus enigmaticus	urn:lsid:marinespecies.org:taxname:130988	species	enigmaticus	asv.1082_SAMN10847357
42	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.260_SAMN10847219
42	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.272_SAMN10847231
42	SAMN10847253	SAMN10847253	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-05-31	present	28126	DNA Sequence reads	DNA Sequence reads	Eukaryota	Haptista	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi	urn:lsid:marinespecies.org:taxname:115104	species	huxleyi	asv.292_SAMN10847253
42	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.297_SAMN10847276
42	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus	urn:lsid:marinespecies.org:taxname:464449	species	polymorphus	asv.328_SAMN10847231
42	SAMN10847249	SAMN10847249	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2016-11-22	present	27377	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.401_SAMN10847249
42	SAMN10847249	SAMN10847249	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2016-11-22	present	27377	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.426_SAMN10847249
42	SAMN10847253	SAMN10847253	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-05-31	present	28126	DNA Sequence reads	DNA Sequence reads	Eukaryota		Phaeophyceae				Phaeophyceae	urn:lsid:marinespecies.org:taxname:830	class		asv.486_SAMN10847253
42	SAMN10847265	SAMN10847265	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-02-03	present	6365	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Macrotrichidae	Macrothrix	Macrothrix sp. HE_364	urn:lsid:marinespecies.org:taxname:593153	genus		asv.577_SAMN10847265
42	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.608_SAMN10847219
42	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chloropicon laureae	urn:lsid:marinespecies.org:taxname:1361155	species	laureae	asv.609_SAMN10847228
